,company_permalink,unique_investors,median_investor_value
14101,/organization/isis-pharmaceuticals,1,9.0
14102,/organization/isis-sentronics,1,5.0
14103,/organization/isites,3,9.0
14104,/organization/iskoot,5,8.0
14105,/organization/islanddatacorporation,3,9.0
14106,/organization/ismole,1,9.0
14107,/organization/isn-solutions,1,8.0
14108,/organization/isnap,3,1.0
14109,/organization/isocket,21,9.0
14110,/organization/isoco,3,7.0
14111,/organization/isoftstone,6,9.0
14112,/organization/isogenica,1,6.0
14113,/organization/isolation-network,1,9.0
14114,/organization/isolation-sciences,2,0.0
14115,/organization/isoplexis,2,9.0
14116,/organization/isorg,2,8.0
14117,/organization/isotera,2,8.0
14118,/organization/ispeak,1,9.0
14119,/organization/ispot-tv,8,3.5
14120,/organization/ispye,1,0.0
14121,/organization/issimple,1,0.0
14124,/organization/issuu,2,9.0
14125,/organization/istar,1,4.0
14126,/organization/istar-medical,3,5.0
14128,/organization/isto-technologies,4,8.0
14129,/organization/istorez,1,9.0
14130,/organization/istorytime,1,6.0
14131,/organization/istpika,1,8.0
14132,/organization/istreamplanet,7,9.0
14133,/organization/istyle-kk,9,8.0
14135,/organization/isvworld,1,2.0
14136,/organization/it-trading,1,4.0
14137,/organization/ita-software,5,9.0
14138,/organization/itaggit,5,2.0
14140,/organization/italia-pellets,1,7.0
14141,/organization/itandi,3,8.0
14143,/organization/itaro,10,5.0
14144,/organization/itbit,5,8.0
14145,/organization/iteam,1,8.0
14146,/organization/itembase,6,8.5
14147,/organization/iterable,2,8.0
14148,/organization/iterasi,1,3.0
14149,/organization/iterate-studio,3,3.0
14150,/organization/ithera-medical,2,8.0
14151,/organization/ithinksport,1,0.0
14152,/organization/iti-tech,2,4.5
14153,/organization/itibia-technologies,2,9.0
14154,/organization/itineris,1,7.0
14155,/organization/itis-holdings,1,9.0
14156,/organization/itm-power,1,9.0
14157,/organization/itm-software,6,9.0
14158,/organization/itman,2,5.0
14159,/organization/itmedia-kk,1,9.0
14160,/organization/itn,1,8.0
14161,/organization/itn-energy-systems,1,9.0
14162,/organization/itog-inc,1,1.0
14163,/organization/itok,3,9.0
14164,/organization/itpreneurs,1,3.0
14165,/organization/itraff-technology,1,5.0
14166,/organization/itravel,3,8.0
14167,/organization/itrybeforeibuy,1,9.0
14168,/organization/its-compliance,2,7.0
14169,/organization/its-learning,2,9.0
14170,/organization/itsalat-international,1,8.0
14171,/organization/itsdapper,1,6.0
14172,/organization/itsglimpse,1,4.0
14173,/organization/itsgoinon,1,0.0
14174,/organization/itsmyurls,2,0.0
14175,/organization/itson,5,9.0
14176,/organization/itsplatonic,2,2.5
14177,/organization/itsworld-sicilia,1,8.0
14178,/organization/itugo,3,9.0
14179,/organization/itwin,4,6.0
14180,/organization/itwixie,1,6.0
14181,/organization/itzbig,2,9.0
14182,/organization/iubenda,5,0.0
14183,/organization/ium,3,7.0
14184,/organization/iv-diagnostics,2,7.0
14186,/organization/ivalua,1,9.0
14187,/organization/ivantage-health-analytics,1,9.0
14188,/organization/ivantis,8,9.0
14189,/organization/ivengo,4,4.5
14190,/organization/iversity,2,8.0
14191,/organization/ivi-ru,5,9.0
14192,/organization/ividence,2,9.0
14194,/organization/ivillage,1,9.0
14195,/organization/ivinci-partners,3,5.0
14197,/organization/iviz-security,2,9.0
14199,/organization/ivydate,1,7.0
14200,/organization/iwarda,1,6.0
14201,/organization/iwatt,4,9.0
14202,/organization/iweb-technologies,6,9.0
14203,/organization/iwebalize,1,0.0
14204,/organization/iwedia-technologies,3,9.0
14205,/organization/iwelcome,1,7.0
14206,/organization/iwidgets,2,9.0
14207,/organization/iwoca,3,6.0
14208,/organization/iwopi,1,0.0
14210,/organization/ixchelsis,1,9.0
14211,/organization/ixi-play,1,9.0
14212,/organization/ixigo-com-2,3,4.5
14213,/organization/ixpert,1,7.0
14214,/organization/iyogi,7,9.0
14215,/organization/iyzi-payments,4,6.0
14216,/organization/iz3d,1,8.0
14217,/organization/izea,5,9.0
14218,/organization/izenda,2,4.5
14219,/organization/izettle,11,9.0
14220,/organization/izi-collecte,1,0.0
14221,/organization/izotope,1,9.0
14222,/organization/izp-technologies,3,9.0
14223,/organization/izumi-bio,2,9.0
14224,/organization/izumobase,1,9.0
14225,/organization/izzui,1,0.0
14227,/organization/j-craig-venter-institute,1,8.0
14229,/organization/j-hillburn,2,9.0
14232,/organization/j2-software-solutions,5,7.0
14233,/organization/jaanuu-by-dr-neela,4,9.0
14235,/organization/jabong,1,9.0
14236,/organization/jacent-technologies,5,7.5
14237,/organization/jack-and-jakes,4,2.0
14238,/organization/jack-erwin,6,9.0
14240,/organization/jackbe,5,9.0
14241,/organization/jackbox-games,1,9.0
14242,/organization/jacked,3,7.5
14243,/organization/jacket-micro-devices,4,9.0
14244,/organization/jackpocket,1,9.0
14245,/organization/jackpot-rewards,4,7.0
14246,/organization/jackrabbit,1,8.0
14247,/organization/jackrabbit-systems,2,9.0
14248,/organization/jackson-square-group,1,5.0
14249,/organization/jaco-solarsi,1,8.0
14250,/organization/jacobad-pte-ltd,1,6.0
14252,/organization/jade-healthcare-group,1,0.0
14253,/organization/jade-magnet,1,0.0
14254,/organization/jade-solutions,3,7.0
14255,/organization/jaeger,1,6.0
14256,/organization/jagex,3,9.0
14257,/organization/jaguar-animal-health,1,4.0
14258,/organization/jail-education-solutions,1,2.0
14259,/organization/jajah,4,9.0
14260,/organization/jakks-pacific,1,8.0
14261,/organization/jalbum,1,9.0
14262,/organization/jalousier,1,0.0
14263,/organization/jam-technologies,6,8.5
14264,/organization/jama-software,3,9.0
14265,/organization/jamalon,7,2.0
14266,/organization/jaman,1,0.0
14267,/organization/jamanimal,1,3.0
14269,/organization/jambo,2,6.0
14270,/organization/jambool,4,9.0
14271,/organization/jambotech,1,7.0
14272,/organization/jamdatmobile,1,9.0
14273,/organization/jamf-software,2,9.0
14274,/organization/jamglue,1,9.0
14275,/organization/jamgo,3,1.0
14276,/organization/jamhub,6,6.5
14277,/organization/jamkazam,1,7.0
14278,/organization/jamlegend,2,6.0
14280,/organization/jamplify,2,5.5
14281,/organization/jampp,5,3.0
14282,/organization/jamstar,3,6.0
14283,/organization/jan-medical,1,5.0
14284,/organization/janalakshmi,1,9.0
14285,/organization/jandi,2,8.5
14286,/organization/janeeva,2,6.0
14287,/organization/jangl-sms,6,9.0
14289,/organization/janrain,8,9.0
14290,/organization/janzz,1,4.0
14292,/organization/jaree,1,8.0
14293,/organization/jasper,4,9.0
14294,/organization/jasper-design-automation,6,9.0
14295,/organization/jasper-wireless,5,9.0
14296,/organization/jaspersoft,9,9.0
14297,/organization/jaunt,8,9.0
14298,/organization/javajobs,1,0.0
14299,/organization/javelin,5,9.0
14300,/organization/javelin-networks,1,7.0
14301,/organization/jawbone,11,9.0
14302,/organization/jawfish-games,3,6.0
14303,/organization/jaxtr,7,9.0
14304,/organization/jaypore,2,1.0
14305,/organization/jayride-com,1,1.0
14307,/organization/jazz-technologies,1,4.0
14308,/organization/jazzd-markets,2,9.0
14309,/organization/jazzdesk,1,0.0
14310,/organization/jbm-international,1,8.0
14312,/organization/jd-com,2,9.0
14313,/organization/jdguanjia,1,7.0
14314,/organization/jebbit,7,7.5
14315,/organization/jedox,1,9.0
14316,/organization/jeeves,1,8.0
14317,/organization/jelastic,5,9.0
14318,/organization/jell-creative,3,9.0
14319,/organization/jelli,16,6.5
14320,/organization/jello-labs,8,9.0
14321,/organization/jelly-button-games,1,7.0
14322,/organization/jellycloud,4,9.0
14323,/organization/jellycoaster-inc,2,1.0
14324,/organization/jellyfish,2,6.5
14325,/organization/jellyfishart,1,9.0
14326,/organization/jellyhq,10,9.0
14327,/organization/jellyvision,1,9.0
14328,/organization/jemstep,1,5.0
14329,/organization/jenacell,1,9.0
14330,/organization/jenavalve-technology,10,9.0
14331,/organization/jennerex-biotherapeutics,1,5.0
14332,/organization/jentro-technologies,2,8.5
14333,/organization/jenu-biosciences,1,9.0
14334,/organization/jet,7,9.0
14336,/organization/jetaport,1,5.0
14337,/organization/jetbay,2,5.0
14338,/organization/jethrodata,1,9.0
14339,/organization/jetlore,6,9.0
14340,/organization/jetme,1,5.0
14341,/organization/jetpac,3,9.0
14342,/organization/jetpay,1,6.0
14343,/organization/jfdi-asia,16,4.0
14344,/organization/jfrog-ltd,2,9.0
14345,/organization/jhl-biotech,1,9.0
14346,/organization/jia-com,3,9.0
14347,/organization/jiahe,1,9.0
14348,/organization/jiangsu-sanhuan-industrial-group,4,6.5
14349,/organization/jiangsu-shunda-semiconductor-development,4,8.5
14350,/organization/jiangsu-tongda-power-technology-co-ltd,1,9.0
14351,/organization/jiangxi-ldk-solar-hi-tech,1,8.0
14352,/organization/jiangyin-haobo-science-and-technology-co-ltd,1,0.0
14353,/organization/jianjian,2,7.5
14354,/organization/jiathis,2,9.0
14355,/organization/jibbigo,1,9.0
14356,/organization/jibe,12,9.0
14357,/organization/jibe-mobile,1,9.0
14358,/organization/jibestream,1,8.0
14359,/organization/jibjab,3,9.0
14360,/organization/jibo,3,9.0
14361,/organization/jiemai-com,1,9.0
14362,/organization/jiff,4,9.0
14363,/organization/jiffstore,1,4.0
14364,/organization/jifiti-com,4,8.0
14365,/organization/jiglu,1,7.0
14366,/organization/jigsaw24,1,8.0
14367,/organization/jigsee,2,8.0
14368,/organization/jijindou-com,1,9.0
14369,/organization/jike-xueyuan,2,9.0
14370,/organization/jildy,2,8.5
14372,/organization/jimubox,6,9.0
14374,/organization/jing-jin-electric-technologies,1,9.0
14375,/organization/jingle-networks,8,9.0
14376,/organization/jingle-punks-music,2,2.0
14377,/organization/jingshi-wanwei,1,9.0
14378,/organization/jini,2,1.5
14379,/organization/jinko-solar-holding-co-ltd,4,9.0
14380,/organization/jinkosolar-holding,4,9.0
14381,/organization/jinn,6,2.0
14382,/organization/jinni,3,8.0
14383,/organization/jintronix,1,9.0
14384,/organization/jiongji-application,1,9.0
14385,/organization/jip-io,1,0.0
14386,/organization/jirafe,4,9.0
14387,/organization/jit-solaire,1,9.0
14388,/organization/jiubang-digital-technology-co,4,9.0
14389,/organization/jiujiuweikang,1,9.0
14390,/organization/jive-software,2,9.0
14391,/organization/jivox,6,9.0
14392,/organization/jjsmedia,1,5.0
14393,/organization/jk-group,1,9.0
14394,/organization/jmb-energie,3,8.0
14395,/organization/jmdedu-com,1,0.0
14396,/organization/jml-optical-industries,1,6.0
14397,/organization/jnj-mobile,3,9.0
14398,/organization/joa-oil-gas,1,6.0
14399,/organization/job-on-corp,1,9.0
14400,/organization/job1001,1,7.0
14402,/organization/job36,3,9.0
14403,/organization/jobaline,5,9.0
14404,/organization/jobandtalent,7,7.0
14405,/organization/jobapp,1,9.0
14406,/organization/jobapp-network,1,5.0
14407,/organization/jobbatical,6,1.0
14408,/organization/jobber,1,9.0
14409,/organization/jobcast,1,3.0
14410,/organization/jobconvo,2,8.0
14412,/organization/joberator,1,9.0
14413,/organization/jobflash,3,9.0
14414,/organization/jobfox,4,9.0
14416,/organization/jobinasecond,1,7.0
14417,/organization/joblocal,1,7.0
14418,/organization/jobmetoo,1,9.0
14419,/organization/jobool,1,1.0
14420,/organization/jobpartners,3,8.0
14421,/organization/jobplanet,1,9.0
14422,/organization/jobr,12,8.5
14423,/organization/jobrangers,1,5.0
14424,/organization/jobs-the-word,1,8.0
14425,/organization/jobs2web,2,5.0
14426,/organization/jobslot,1,6.0
14427,/organization/jobspotting,1,4.0
14428,/organization/jobster,4,9.0
14429,/organization/jobsync,3,8.0
14430,/organization/jobsyndicate,1,9.0
14431,/organization/jobtong,1,5.0
14432,/organization/jobvite,4,9.0
14435,/organization/jobzella,1,0.0
14436,/organization/jobzippers,1,1.0
14437,/organization/jobzle,1,6.0
14438,/organization/jodange,4,4.0
14439,/organization/jogg,1,3.0
14440,/organization/johns-incredible-pizza-company,3,7.0
14441,/organization/johnshout-brothers-platform,1,5.0
14442,/organization/johoplanet-inc,1,3.0
14443,/organization/join-the-players,1,6.0
14444,/organization/joincube-com,2,8.0
14446,/organization/joinme,1,2.0
14447,/organization/joinnus,1,8.0
14448,/organization/jointly-health-3,3,8.0
14449,/organization/jointv,1,6.0
14450,/organization/joinup-taxi,1,4.0
14451,/organization/joiz,1,9.0
14452,/organization/jokno,1,7.0
14454,/organization/jolicloud,2,9.0
14455,/organization/joliebox,1,9.0
14458,/organization/jongla,6,3.0
14459,/organization/joobili,1,9.0
14460,/organization/jooce,1,9.0
14461,/organization/joognu,1,0.0
14462,/organization/jooix,1,1.0
14464,/organization/joome,1,9.0
14465,/organization/joongel,1,5.0
14466,/organization/joonto,1,8.0
14467,/organization/jooobz-2,1,0.0
14468,/organization/jooploop,1,2.0
14469,/organization/joor,10,9.0
14470,/organization/joost,3,9.0
14471,/organization/joota,1,2.0
14472,/organization/jordan-training-technology-group,1,0.0
14473,/organization/jordan-valley-semiconductors,1,9.0
14474,/organization/joshfire,2,5.0
14475,/organization/joslin-diabetes-center,1,7.0
14476,/organization/jotky,1,1.0
14477,/organization/jotspot,2,9.0
14478,/organization/jott,2,9.0
14480,/organization/joule-unlimited,1,9.0
14481,/organization/joules-clothing,1,9.0
14482,/organization/joulex,5,9.0
14483,/organization/jounce-therapeutics,1,9.0
14484,/organization/journalism-online,1,0.0
14485,/organization/journeys,1,9.0
14486,/organization/jovie,4,1.0
14487,/organization/joy-media-group,2,9.0
14488,/organization/joyent,11,9.0
14489,/organization/joyhound,4,0.0
14490,/organization/joyme-com,2,8.5
14491,/organization/joyride-app,3,9.0
14492,/organization/joysports,1,8.0
14493,/organization/joystickers,2,7.5
14494,/organization/joytunes,10,9.0
14495,/organization/joyus,7,9.0
14496,/organization/jrd-communication,1,9.0
14497,/organization/jsc-detsky-mir,1,0.0
14498,/organization/jslyhl,1,9.0
14499,/organization/jsquaredmedia,1,9.0
14500,/organization/juabar-design,1,1.0
14501,/organization/judge-me,1,8.0
14502,/organization/judicata,7,9.0
14503,/organization/judysbook,3,9.0
14504,/organization/jugo,4,5.0
14505,/organization/juice-in-the-city,1,8.0
14506,/organization/juicebox-games,6,8.5
14507,/organization/juicewireless,3,8.0
14508,/organization/juicycanvas,2,4.0
14509,/organization/jukedeck,2,8.0
14510,/organization/jukely,13,6.0
14511,/organization/jukin-media,5,6.0
14512,/organization/julep,13,9.0
14513,/organization/july-systems,3,9.0
14515,/organization/jumblets,2,1.0
14516,/organization/jumei-com,3,9.0
14517,/organization/jumia-nigeria,2,8.5
14518,/organization/jumio,5,8.0
14519,/organization/jumo,2,9.0
14520,/organization/jump-on-it,1,8.0
14522,/organization/jump-ramp-games,6,9.0
14523,/organization/jumpcam,2,9.0
14524,/organization/jumpchat,1,9.0
14525,/organization/jumpcloud,2,8.5
14526,/organization/jumpido,1,6.0
14527,/organization/jumping-nuts,2,4.5
14529,/organization/jumpstart-2,1,9.0
14530,/organization/jumpstarter,3,5.0
14531,/organization/jumptap,7,9.0
14532,/organization/jumpzter,1,4.0
14533,/organization/jun-group,1,9.0
14534,/organization/junar,4,8.0
14535,/organization/junction-solutions,1,9.0
14536,/organization/junglecents,1,8.0
14537,/organization/juniper-medical,2,9.0
14538,/organization/juniqe,4,6.0
14539,/organization/junko-tada,1,0.0
14540,/organization/juno-therapeutics,4,9.0
14541,/organization/junta-cl,1,8.0
14543,/organization/juristat,6,1.0
14544,/organization/jusp,4,4.5
14545,/organization/just-between-friends,1,9.0
14546,/organization/just-dial,2,9.0
14547,/organization/just-eat,4,9.0
14548,/organization/justbook,7,5.0
14549,/organization/justcommodity-software-solutions,3,8.0
14550,/organization/justfabulous,9,9.0
14551,/organization/justfamily,1,9.0
14552,/organization/justgo-music,1,3.0
14553,/organization/justintv,3,9.0
14554,/organization/justinvesting,3,6.0
14555,/organization/justme,11,8.5
14556,/organization/justone-database-inc,2,8.5
14557,/organization/justparts,1,4.0
14559,/organization/justspotted,6,9.0
14560,/organization/justus-ltd,1,8.0
14561,/organization/justworks,3,9.0
14562,/organization/justyle,1,9.0
14563,/organization/jut-inc,3,9.0
14564,/organization/juv-accessorios,2,7.0
14565,/organization/juvaris-biotherapeutics,2,9.0
14566,/organization/juventas-therapeutics,9,9.0
14567,/organization/juxta-labs,6,8.0
14568,/organization/jwplayer,4,9.0
14569,/organization/jymob,1,7.0
14570,/organization/k-12-techno-services,2,8.0
14571,/organization/k-motion-interactive,1,9.0
14572,/organization/k1-speed,1,9.0
14573,/organization/k121,1,7.0
14574,/organization/k2-intelligence,1,9.0
14575,/organization/k2-learning,1,3.0
14576,/organization/k94-discoveries,3,5.0
14577,/organization/kaai,1,9.0
14578,/organization/kaazing,4,9.0
14579,/organization/kabam,10,9.0
14580,/organization/kabanchik,1,1.0
14581,/organization/kabbage,13,9.0
14582,/organization/kabbee,6,6.5
14583,/organization/kabeexploration,1,5.0
14584,/organization/kaboodle,9,9.0
14585,/organization/kabooza,1,3.0
14586,/organization/kabuku,1,9.0
14587,/organization/kace,3,9.0
14588,/organization/kaching-coupons,6,6.0
14589,/organization/kadang-com,1,9.0
14590,/organization/kadoink,2,9.0
14592,/organization/kaeuferportal,2,7.0
14593,/organization/kaggle,8,9.0
14595,/organization/kahr-medical,1,4.0
14596,/organization/kahuna,10,9.0
14597,/organization/kai-pharmaceuticals,7,9.0
14598,/organization/kai-square,2,9.0
14599,/organization/kaiam,5,9.0
14600,/organization/kaiima,5,9.0
14601,/organization/kaikeba-com,1,8.0
14602,/organization/kailight-photonics,5,8.0
14603,/organization/kairos-ar,9,3.0
14604,/organization/kaiser-permanente,1,6.0
14605,/organization/kaixin,4,9.0
14606,/organization/kaizen-platform,4,8.0
14607,/organization/kaizena,1,6.0
14608,/organization/kajeet,7,9.0
14609,/organization/kakaotalk,6,9.0
14611,/organization/kal,1,9.0
14612,/organization/kala-pharmaceuticals,6,9.0
14614,/organization/kaleo,1,9.0
14615,/organization/kaleo-software,5,9.0
14616,/organization/kalibrr,4,9.0
14617,/organization/kalidex-pharmaceuticals,6,9.0
14618,/organization/kalido,4,9.0
14619,/organization/kalila-medical,1,8.0
14621,/organization/kalistick,1,7.0
14622,/organization/kallik,1,8.0
14623,/organization/kalobios-pharmaceuticals,9,9.0
14624,/organization/kalon-semiconductor,4,9.0
14625,/organization/kaltura,13,9.0
14626,/organization/kalvista-pharmaceuticals,2,9.0
14627,/organization/kalyan-jewellers,1,9.0
14628,/organization/kambit,1,6.0
14629,/organization/kamcord,27,8.5
14630,/organization/kamego,1,8.0
14631,/organization/kamelio,1,9.0
14632,/organization/kamibu,1,5.0
14633,/organization/kamicat,1,3.0
14634,/organization/kaminario,4,9.0
14635,/organization/kampyle,1,9.0
14636,/organization/kanbanize,1,6.0
14637,/organization/kanbox,2,9.0
14639,/organization/kaneq-bioscience,1,9.0
14640,/organization/kang-hui-medical-instrument,3,9.0
14641,/organization/kanga,2,2.0
14642,/organization/kangado,1,9.0
14643,/organization/kangsheng-chuangxiang,2,9.0
14644,/organization/kanichi-research-services,1,8.0
14645,/organization/kankan,7,9.0
14646,/organization/kanmu,3,5.0
14647,/organization/kannalife-sciences,2,3.0
14648,/organization/kanobu-network,1,9.0
14649,/organization/kanoco,1,0.0
14650,/organization/kanshu,1,9.0
14651,/organization/kantox,8,5.5
14652,/organization/kanvas-labs,11,8.0
14653,/organization/kaola100,1,9.0
14654,/organization/kaos-solutions,1,6.0
14655,/organization/kapitall,3,7.0
14656,/organization/kapost,13,9.0
14657,/organization/kapow-events,6,4.5
14658,/organization/kapow-technologies,4,9.0
14659,/organization/kaprica-security,1,7.0
14660,/organization/kapsica-media,2,0.0
14661,/organization/kapta,5,9.0
14662,/organization/kapture-audio,2,5.0
14663,/organization/karalit,1,7.0
14664,/organization/karaokesmart-co,2,8.0
14665,/organization/kardia-health-systems,2,8.5
14666,/organization/kareo,8,9.0
14667,/organization/kargocard,1,9.0
14668,/organization/karibu-solar,1,1.0
14669,/organization/karisma-kidz,1,8.0
14670,/organization/karitkarma,1,0.0
14671,/organization/kark-mobile-education,1,2.0
14672,/organization/karma,6,9.0
14673,/organization/karma-2,14,9.0
14674,/organization/karma-gaming,4,6.5
14675,/organization/karma-platform,1,3.0
14676,/organization/karma-recycling,1,0.0
14677,/organization/karma-snap,2,0.0
14678,/organization/karmahire,2,4.0
14679,/organization/karmakey,1,0.0
14680,/organization/karmaloop-com,2,8.5
14681,/organization/karmarama,1,7.0
14682,/organization/karmasphere,4,9.0
14683,/organization/karo-internet,8,2.0
14686,/organization/kartela,1,0.0
14687,/organization/kartoonart,1,1.0
14688,/organization/kartrocket,3,9.0
14689,/organization/karus-therapeutics,4,9.0
14690,/organization/karyopharm-therapeutics,3,9.0
14691,/organization/kasenna,1,9.0
14692,/organization/kaseya,1,9.0
14693,/organization/kash-2,3,7.0
14694,/organization/kashless,1,9.0
14695,/organization/kashmi,1,0.0
14696,/organization/kasisto-inc,7,8.0
14697,/organization/kaspersky-lab,1,9.0
14699,/organization/kasumi-sou,1,3.0
14700,/organization/katalyst-media,1,6.0
14701,/organization/katango,2,7.0
14702,/organization/kateeva,7,9.0
14704,/organization/kato,5,9.0
14705,/organization/kaufda-de,5,7.5
14706,/organization/kaufmann-mercantile,4,7.5
14708,/organization/kavam-com,1,9.0
14709,/organization/kawaii-museum,1,8.0
14710,/organization/kayak,10,9.0
14711,/organization/kaybus,1,9.0
14713,/organization/kayentis,3,9.0
14714,/organization/kaymbu,1,6.0
14715,/organization/kaymu,1,9.0
14716,/organization/kazaana-com,3,9.0
14717,/organization/kazeon,7,9.0
14718,/organization/kaznachey,1,1.0
14720,/organization/kblabs,1,9.0
14724,/organization/kds,2,9.0
14726,/organization/keahole-solar-power,1,9.0
14727,/organization/keas,4,9.0
14728,/organization/keaton-row,6,7.0
14729,/organization/keclon,1,4.0
14730,/organization/keduo,3,9.0
14731,/organization/kedzoh,2,4.0
14732,/organization/kee-square,1,8.0
14733,/organization/keecker,3,6.0
14734,/organization/keego,1,8.0
14735,/organization/keek,6,7.0
14736,/organization/keelr,2,0.0
14737,/organization/keelvar,3,9.0
14738,/organization/keemotion,2,6.5
14739,/organization/keen,30,7.0
14740,/organization/keen-guides,1,3.0
14741,/organization/keen-home,9,6.0
14742,/organization/keen-systems,3,9.0
14743,/organization/keenjar,3,0.0
14744,/organization/keenskim,1,6.0
14745,/organization/keep-holdings,13,9.0
14746,/organization/keepcon,2,8.0
14747,/organization/keepfu,1,3.0
14748,/organization/keepgo,2,5.5
14749,/organization/keepideas,1,8.0
14750,/organization/keepio,3,1.0
14751,/organization/keepsafe,5,9.0
14752,/organization/keepstream,1,7.0
14754,/organization/keeptruckin,5,6.0
14755,/organization/keepy,8,5.0
14757,/organization/keisense,1,9.0
14758,/organization/kekanto,6,9.0
14760,/organization/kelan,1,9.0
14761,/organization/kelbillet,2,1.0
14762,/organization/keldelice,1,9.0
14763,/organization/keldoc,1,9.0
14764,/organization/kelkoo,2,9.0
14765,/organization/kelway,1,6.0
14766,/organization/kemp-technologies,3,9.0
14767,/organization/kempharm,1,9.0
14768,/organization/kenandy,4,9.0
14769,/organization/keniu,1,9.0
14770,/organization/kensho-technologies,7,9.0
14771,/organization/kenshoo,4,9.0
14772,/organization/keoghs,1,9.0
14773,/organization/kera,1,5.0
14774,/organization/keraderm,2,7.5
14775,/organization/kerafast,2,8.5
14776,/organization/kerecis,1,5.0
14777,/organization/kerjadulu,1,0.0
14778,/organization/kerlink,3,4.0
14779,/organization/kermdinger-studios,1,9.0
14780,/organization/kesios-therapeutics,1,9.0
14781,/organization/kespry-inc,1,9.0
14782,/organization/ketech,1,9.0
14783,/organization/ketera,7,9.0
14784,/organization/ketsu,1,8.0
14785,/organization/ketto,1,0.0
14786,/organization/kevita,2,7.0
14787,/organization/kewego,2,9.0
14788,/organization/kewen,1,8.0
14789,/organization/kextil,1,9.0
14790,/organization/key-cybersecurity,1,0.0
14791,/organization/key-ingredient,1,0.0
14792,/organization/key-ring,2,7.0
14793,/organization/key-travel,1,9.0
14795,/organization/keybroker,1,9.0
14796,/organization/keycaptcha,1,1.0
14797,/organization/keychain-logistics,9,9.0
14799,/organization/keyeffx,1,8.0
14800,/organization/keyhole-co,1,9.0
14802,/organization/keylemon,2,9.0
14803,/organization/keyme,6,6.0
14804,/organization/keymetrics,1,9.0
14805,/organization/keyneurotek-pharmaceuticals,3,9.0
14806,/organization/keynoir,2,8.5
14807,/organization/keypr,1,8.0
14808,/organization/keystone-dental,1,9.0
14809,/organization/keystone-heart,2,8.0
14810,/organization/keystone-insights,1,6.0
14812,/organization/keystone-technology,1,0.0
14813,/organization/keywee,4,8.5
14814,/organization/kfl-investment-management,2,4.0
14815,/organization/kharabeesh,1,7.0
14816,/organization/khipu-systems,1,7.0
14817,/organization/khush,3,6.0
14818,/organization/kiadis-pharma,4,9.0
14819,/organization/kiala,1,9.0
14820,/organization/kibboko,1,9.0
14821,/organization/kibin,1,9.0
14822,/organization/kiboo-life,1,2.0
14823,/organization/kickanotch-mobile,2,2.0
14824,/organization/kickapps,5,9.0
14825,/organization/kickball-labs,3,9.0
14826,/organization/kickboard,3,8.0
14827,/organization/kickerpicker-com,1,0.0
14828,/organization/kickfire,4,9.0
14829,/organization/kicknote,1,0.0
14830,/organization/kicksend,12,9.0
14831,/organization/kicksport,1,8.0
14832,/organization/kickstarter,19,8.0
14833,/organization/kid-bunch,1,8.0
14834,/organization/kidadmit,5,7.5
14835,/organization/kidamom,1,6.0
14836,/organization/kidaptive,16,9.0
14837,/organization/kidaro,3,9.0
14838,/organization/kidblog,1,6.0
14839,/organization/kidbook,1,1.0
14840,/organization/kidbox,2,7.5
14841,/organization/kiddie-kist,1,8.0
14842,/organization/kiddify,1,0.0
14843,/organization/kiddy,1,3.0
14844,/organization/kidizen,5,1.0
14845,/organization/kidlandia,2,9.0
14846,/organization/kidnimble,1,8.0
14847,/organization/kidoz,4,4.0
14848,/organization/kidozen,1,9.0
14849,/organization/kids-calendar,1,0.0
14850,/organization/kids-movie,1,9.0
14851,/organization/kids-note,1,6.0
14852,/organization/kids360,1,3.0
14853,/organization/kidslink,2,9.0
14854,/organization/kidstart,1,9.0
14855,/organization/kidzillions,1,8.0
14856,/organization/kidzloop,1,9.0
14857,/organization/kidzui,6,9.0
14858,/organization/kienve,1,8.0
14859,/organization/kiggit,1,5.0
14860,/organization/kigo,1,9.0
14861,/organization/kiha-software,1,7.0
14862,/organization/kiheitai,1,8.0
14863,/organization/kihon,1,9.0
14864,/organization/kii,2,8.0
14865,/organization/kiind-me,5,1.0
14866,/organization/kiip,17,9.0
14867,/organization/kijamii-village,1,8.0
14868,/organization/kijubi,5,1.0
14869,/organization/kik-interactive,7,9.0
14870,/organization/kiko,1,9.0
14871,/organization/kilimanjaro-energy,1,9.0
14872,/organization/killerstartups,1,6.0
14873,/organization/kilopass,4,9.0
14874,/organization/kima-labs,6,8.5
14875,/organization/kimbia,2,9.0
14876,/organization/kimeltu,1,8.0
14877,/organization/kimerick-technologies,17,0.0
14878,/organization/kin-community,5,9.0
14879,/organization/kinamik-data-integrity,1,7.0
14880,/organization/kinamu-business-solutions,4,5.0
14881,/organization/kind-intelligence,18,1.0
14882,/organization/kindara,4,8.0
14883,/organization/kinderlab-robotics,1,8.0
14884,/organization/kindex-therapeutics,3,5.0
14885,/organization/kindling,2,6.5
14886,/organization/kindo-network,2,7.0
14887,/organization/kindred-prints,1,8.0
14888,/organization/kindstar-global-beijing-medicine-technology,3,9.0
14889,/organization/kinematix,1,5.0
14890,/organization/kinemed,1,8.0
14891,/organization/kinems-learning-games,1,5.0
14892,/organization/kinesense,1,8.0
14893,/organization/kinestral-technologies,1,9.0
14894,/organization/kineta,1,0.0
14896,/organization/kinetic-social,3,9.0
14897,/organization/kineto-wireless,6,9.0
14898,/organization/king,2,9.0
