,company_permalink,unique_investors,median_investor_value
5428,/organization/chroma-energy,1,7.0
5430,/organization/chroma-therapeutics,8,9.0
5431,/organization/chromadex,2,9.0
5432,/organization/chromaom,1,9.0
5433,/organization/chromatik,18,8.0
5434,/organization/chromatin,9,9.0
5435,/organization/chrome-river-technologies,2,9.0
5436,/organization/chromotek,2,9.0
5437,/organization/chronicity,1,9.0
5438,/organization/chronicle-solutions,3,9.0
5439,/organization/chronix-biomedical,2,8.0
5440,/organization/chrono-therapeutics,5,9.0
5441,/organization/chrono24-com,1,9.0
5442,/organization/chronogolf,2,7.5
5443,/organization/chronon-systems,1,7.0
5444,/organization/chronos-therapeutics,4,7.5
5445,/organization/chronowake,1,0.0
5446,/organization/chsi-technologies,1,5.0
5448,/organization/chubbies-shorts,7,7.5
5449,/organization/chug,1,9.0
5450,/organization/chuguobang,1,7.0
5451,/organization/chukong-technologies,6,9.0
5452,/organization/chumbak,2,8.5
5453,/organization/chumby,4,9.0
5454,/organization/chumen-wenwen,2,9.0
5455,/organization/chunnel-tv,1,9.0
5456,/organization/chunyu,5,9.0
5457,/organization/chupamobile,2,4.0
5458,/organization/churchkey-can-co,2,7.5
5459,/organization/churn-labs,1,9.0
5460,/organization/chute,11,9.0
5461,/organization/ciachop,1,8.0
5462,/organization/ciafo,3,3.0
5463,/organization/cianna-medical,4,6.0
5464,/organization/cibando,2,9.0
5465,/organization/cibiem,2,9.0
5466,/organization/ciccworld,1,2.0
5467,/organization/ciceksepeti-com,1,8.0
5468,/organization/cicero-networks,3,6.0
5469,/organization/ciceroos,2,6.5
5470,/organization/ciclon-semiconductor-device-corporation,4,9.0
5471,/organization/cidara-therapeutics,4,9.0
5473,/organization/cie-games,1,9.0
5474,/organization/ciel-medical,1,7.0
5475,/organization/cielo24,1,9.0
5476,/organization/ciespace,2,7.5
5477,/organization/cigital,1,9.0
5478,/organization/cignifi,2,9.0
5479,/organization/ciinow,1,9.0
5480,/organization/ciklum,1,8.0
5481,/organization/cima-nanotech,1,7.0
5482,/organization/cimagine-media,2,6.0
5484,/organization/cinario,5,8.5
5485,/organization/cinarra-systems,2,9.0
5486,/organization/cinchcast,1,8.0
5487,/organization/cincinnati-state-technical-and-community-college,1,4.0
5488,/organization/cinecore,1,4.0
5489,/organization/cinecoup,2,2.5
5490,/organization/cinedigm,1,1.0
5492,/organization/cinegif,2,6.0
5493,/organization/cinelan,1,9.0
5494,/organization/cinemacraft,4,9.0
5496,/organization/cinemagram,4,9.0
5497,/organization/cinemanow,2,9.0
5498,/organization/cinematique,3,2.0
5499,/organization/cinepapaya,4,8.0
5500,/organization/cinergy-international-uk,1,8.0
5501,/organization/cinexio,1,6.0
5502,/organization/cinnafilm,1,8.0
5503,/organization/cinnamon,4,8.0
5504,/organization/cinpost,1,9.0
5505,/organization/cint,1,9.0
5506,/organization/cintric,1,8.0
5507,/organization/cinvolve,3,6.0
5508,/organization/ciosk,1,1.0
5509,/organization/cipher-surgical,5,5.0
5510,/organization/cipherapps,1,8.0
5511,/organization/ciphercloud,5,9.0
5512,/organization/cipherhealth,1,4.0
5513,/organization/ciphermax,16,9.0
5514,/organization/cipheroptics,5,8.0
5515,/organization/ciqual,4,9.0
5516,/organization/ciranova,6,8.5
5517,/organization/cirba-inc,3,9.0
5518,/organization/circa,35,7.5
5519,/organization/circalit,1,8.0
5520,/organization/circassia,3,9.0
5521,/organization/circl,1,8.0
5522,/organization/circle,2,9.0
5523,/organization/circle-1-network,1,5.0
5524,/organization/circle-cardiovascular-imaging,2,7.5
5525,/organization/circle-ci,12,8.5
5526,/organization/circle-inc,18,9.0
5527,/organization/circle-of-moms,3,9.0
5528,/organization/circle-pharma,2,8.5
5529,/organization/circle-street,1,8.0
5530,/organization/circlebuilder,1,2.0
5531,/organization/circlefive,1,0.0
5532,/organization/circleup,9,9.0
5533,/organization/circlezon,1,2.0
5534,/organization/circuithub,2,9.0
5535,/organization/circuitlab,2,9.0
5536,/organization/circuitsutra-technologies,1,4.0
5538,/organization/circular-energy,1,7.0
5539,/organization/circulite,4,9.0
5540,/organization/ciris-energy,5,9.0
5541,/organization/cirqy,1,0.0
5542,/organization/cirro,6,9.0
5543,/organization/cirrosecure,1,7.0
5544,/organization/cirrus-works,4,7.0
5545,/organization/cirtas,5,9.0
5546,/organization/cisco,1,9.0
5547,/organization/cisimple,1,8.0
5548,/organization/cisiv,2,7.0
5549,/organization/cissoid,3,4.0
5550,/organization/citaldoc,1,7.0
5551,/organization/citeecar,1,9.0
5552,/organization/citelighter,9,6.0
5553,/organization/citia,2,6.5
5554,/organization/citibuddies,2,7.0
5555,/organization/citic-pharmaceuticals-co-ltd,3,9.0
5556,/organization/citic-shenzhen,1,9.0
5557,/organization/citilog,2,8.5
5558,/organization/citisent,2,4.5
5559,/organization/citiservi,6,5.0
5560,/organization/citiustech,1,9.0
5561,/organization/citivox,1,8.0
5562,/organization/citizen-sports,1,9.0
5564,/organization/citizengine,4,6.0
5565,/organization/citizenhawk,1,9.0
5567,/organization/citizennet,1,9.0
5568,/organization/citra-style-2,4,6.0
5569,/organization/citrine-informatics,6,9.0
5570,/organization/citrix-online,1,9.0
5571,/organization/citrus,2,9.0
5572,/organization/citrus-lane,2,9.0
5574,/organization/cittadino,1,9.0
5575,/organization/cittio,2,9.0
5576,/organization/citus-data,10,9.0
5577,/organization/city-civ,1,1.0
5578,/organization/city-dimensional-network-logo,3,9.0
5580,/organization/city-labs,2,0.0
5581,/organization/cityads-media,1,7.0
5582,/organization/cityblis,2,9.0
5583,/organization/citybot,5,7.0
5585,/organization/citydeal-de,3,9.0
5586,/organization/citygoo,2,2.0
5587,/organization/citygro,1,0.0
5588,/organization/cityheroes,1,8.0
5589,/organization/cityhook,4,6.0
5590,/organization/cityin,1,0.0
5591,/organization/citylive,5,0.0
5592,/organization/citymapper-limited,4,9.0
5593,/organization/citymaps,2,6.0
5594,/organization/citymart,1,2.0
5595,/organization/citynews,5,5.0
5596,/organization/citypockets,3,6.0
5597,/organization/cityscan,2,8.0
5598,/organization/citysearch,1,9.0
5599,/organization/cityslicker,1,5.0
5600,/organization/citysocialising,5,8.0
5601,/organization/citysourced,1,0.0
5602,/organization/cityspade,1,0.0
5603,/organization/cityspark,5,2.0
5604,/organization/citysquares,3,6.0
5605,/organization/citystash-holdings,1,1.0
5606,/organization/citytherapy,1,0.0
5607,/organization/cityvoter,2,9.0
5608,/organization/cityvox,1,9.0
5610,/organization/cityzenith,2,7.5
5612,/organization/civic-resource-group,1,4.0
5613,/organization/civico,1,1.0
5614,/organization/civicon,1,6.0
5615,/organization/civicscience,5,6.0
5616,/organization/civicsolar,6,7.5
5617,/organization/civilisedmoney,1,6.0
5618,/organization/civiq,1,4.0
5619,/organization/civis-analytics,1,9.0
5620,/organization/civitas-learning,6,9.0
5621,/organization/civitas-therapeutics,13,9.0
5622,/organization/civitfun,1,3.0
5623,/organization/civo,1,9.0
5624,/organization/civolution,1,9.0
5625,/organization/cladwell,1,8.0
5626,/organization/claim-maps,1,9.0
5627,/organization/claimsync,2,3.5
5628,/organization/clairmail,4,9.0
5629,/organization/clan-fight,2,1.5
5630,/organization/clarabridge,3,9.0
5631,/organization/clarastream,3,0.0
5632,/organization/clared,1,8.0
5633,/organization/claremont-biosolutions,1,9.0
5634,/organization/claret-medical,3,9.0
5635,/organization/clari,3,9.0
5636,/organization/clarient,1,9.0
5637,/organization/clarifi,1,9.0
5638,/organization/clarify-inc,2,6.0
5639,/organization/clariphy-communications,8,9.0
5640,/organization/claritas-genomics,1,0.0
5641,/organization/claritics,2,7.5
5642,/organization/clariture,4,5.0
5643,/organization/clarity-2,8,9.0
5644,/organization/clarity-health-services,2,7.0
5645,/organization/clarity-payment-solutions,1,9.0
5646,/organization/clarity-software-solutions,1,9.0
5647,/organization/clarizen,7,9.0
5649,/organization/claro-energy,1,0.0
5650,/organization/claros-diagnostics,4,8.0
5651,/organization/clarus-systems,3,9.0
5652,/organization/clarus-therapeutics,1,8.0
5653,/organization/clasemovil,2,0.0
5655,/organization/clash-media-advertising,1,9.0
5656,/organization/class-central,1,6.0
5657,/organization/class-messenger,1,2.0
5658,/organization/class6ix-inc,1,3.0
5659,/organization/classana,1,7.0
5660,/organization/classbadges-com,2,8.0
5661,/organization/classdojo,18,9.0
5662,/organization/classical-connection,1,0.0
5663,/organization/classifeye,2,5.0
5664,/organization/classiphix,1,0.0
5665,/organization/classiqs,1,4.0
5666,/organization/classlink,1,9.0
5667,/organization/classmarkets,2,9.0
5668,/organization/classowl-inc,4,5.5
5669,/organization/classpass,15,8.0
5670,/organization/classroom-iq,1,6.0
5671,/organization/classteacher-learning-systems,1,9.0
5672,/organization/classting-inc,1,9.0
5673,/organization/classwallet,4,6.5
5674,/organization/classwork,1,6.0
5675,/organization/classy,2,0.0
5676,/organization/clausematch,2,5.5
5677,/organization/clavis-technology,5,9.0
5678,/organization/clavister,2,9.0
5679,/organization/clay-io,2,4.0
5680,/organization/clctin,1,2.0
5681,/organization/cldi-inc,1,6.0
5682,/organization/clean-air-power,1,9.0
5684,/organization/clean-filtration-technology,1,9.0
5685,/organization/clean-green-guy-inc,2,3.0
5686,/organization/clean-harbors,1,9.0
5687,/organization/clean-membranes,1,9.0
5688,/organization/clean-mobile,2,9.0
5690,/organization/clean-plates,3,6.0
5691,/organization/clean-power-finance,6,9.0
5692,/organization/clean-world-partners,1,0.0
5693,/organization/cleanbeebaby,1,0.0
5694,/organization/cleanedison,2,4.5
5696,/organization/cleankeys,1,7.0
5697,/organization/cleanscapes,1,9.0
5698,/organization/clear-blue-technologies,2,3.5
5700,/organization/clear-data-analytics,1,0.0
5701,/organization/clear-link-technologies,1,9.0
5703,/organization/clear-shape-technologies,5,8.0
5704,/organization/clear-standards,1,9.0
5705,/organization/clear-story,1,9.0
5706,/organization/clear2pay,9,9.0
5707,/organization/clearaccess,2,6.0
5708,/organization/clearapp,3,9.0
5709,/organization/clearbooks,1,1.0
5710,/organization/clearbridge-accelerator,1,9.0
5711,/organization/clearbridge-biomedics,2,8.0
5712,/organization/clearcare-online,7,9.0
5713,/organization/clearchoice-holdings,1,9.0
5714,/organization/clearcount-medical-solutions,2,9.0
5715,/organization/cleardata-networks,6,9.0
5716,/organization/clearedge-power,5,8.5
5717,/organization/clearfit,4,9.0
5718,/organization/clearflow,3,9.0
5720,/organization/clearleap,4,9.0
5721,/organization/clearly-social-angels,1,5.0
5722,/organization/clearme,7,9.0
5723,/organization/clearmesh-networks,1,9.0
5724,/organization/clearmomentum,1,6.0
5725,/organization/clearmymail,2,0.0
5726,/organization/clearpath-immigration,1,9.0
5727,/organization/clearpoint-learning-systems,1,9.0
5728,/organization/clearpoint-metrics,2,9.0
5729,/organization/clearrisk,1,9.0
5730,/organization/clearsaileing,2,5.5
5731,/organization/clearscape,1,9.0
5732,/organization/clearserve,2,8.0
5733,/organization/clearside-biomedical,5,8.5
5734,/organization/clearsky-technologies,2,9.0
5735,/organization/clearslide,8,9.0
5736,/organization/clearstory-data,5,9.0
5737,/organization/clearstream,1,7.0
5738,/organization/clearstream-tv,1,7.0
5739,/organization/cleartrip,4,9.0
5740,/organization/clearview-international,1,0.0
5741,/organization/clearwater-analytics,1,9.0
5742,/organization/clearwater-clinical-limited,3,6.0
5743,/organization/clearwell-systems,3,9.0
5744,/organization/clearwire,7,9.0
5745,/organization/cleave-biosciences,7,9.0
5746,/organization/cleeng,1,6.0
5747,/organization/clef,1,8.0
5748,/organization/clementia-pharmaceuticals,2,9.0
5749,/organization/cleo-communications,1,6.0
5750,/organization/clerk,3,0.0
5751,/organization/clerky,1,9.0
5753,/organization/cleveland-heartlab,3,9.0
5754,/organization/clever,19,9.0
5755,/organization/clever-cloud,1,9.0
5756,/organization/clever-machine,1,7.0
5757,/organization/cleverads,1,9.0
5758,/organization/cleverbug,1,9.0
5760,/organization/clevermiles,1,5.0
5761,/organization/cleversafe,7,9.0
5762,/organization/cleverset,3,9.0
5763,/organization/clevex,1,8.0
5764,/organization/clh-group,1,9.0
5765,/organization/click-fox,5,9.0
5766,/organization/click-grow,2,2.0
5767,/organization/click-notices-inc,1,0.0
5768,/organization/click-security,3,9.0
5769,/organization/click-slide,2,7.0
5770,/organization/click-with-me-now,1,5.0
5771,/organization/click2stream,5,0.0
5772,/organization/clickability,3,8.0
5773,/organization/clickable,10,9.0
5774,/organization/clickandbuy,2,9.0
5775,/organization/clickatell-inc,2,9.0
5776,/organization/clickberry,1,5.0
5777,/organization/clickbus,4,8.0
5778,/organization/clickdelivery,1,8.0
5780,/organization/clickequations,4,8.0
5781,/organization/clicker,5,9.0
5782,/organization/clickfacts,1,9.0
5783,/organization/clickganic,3,1.0
5784,/organization/clickhome,1,0.0
5786,/organization/clickmagic,1,7.0
5787,/organization/clickmedix,1,8.0
5788,/organization/clicko,1,6.0
5789,/organization/clickpass,1,9.0
5790,/organization/clickpay-services,1,9.0
5791,/organization/clicks2customers,1,6.0
5792,/organization/clickshift,2,9.0
5793,/organization/clicksquared,4,9.0
5794,/organization/clickst,1,6.0
5795,/organization/clicktale,5,9.0
5796,/organization/clicktivated,1,6.0
5797,/organization/clicktoshop,1,4.0
5798,/organization/clicktree-labs,2,7.5
5799,/organization/clicktrue,1,0.0
5800,/organization/clickworker-com,13,6.0
5802,/organization/client-outlook,1,8.0
5803,/organization/client24,1,5.0
5804,/organization/clientsuccess,7,7.0
5806,/organization/clifton,2,7.0
5807,/organization/clikthrough,4,2.0
5808,/organization/climateminder,1,4.0
5809,/organization/climeworks,1,8.0
5810,/organization/clinical-ink,1,8.0
5812,/organization/clinical-insight,1,0.0
5814,/organization/clinicast,1,8.0
5815,/organization/clinicient,2,7.5
5817,/organization/clinipace-worldwide,4,9.0
5818,/organization/clinithink,1,9.0
5819,/organization/clinked,1,2.0
5820,/organization/clinkle,22,8.0
5821,/organization/clintec-international,1,6.0
5822,/organization/clinverse,3,9.0
5823,/organization/clio,4,9.0
5824,/organization/clip,1,9.0
5826,/organization/clipboard,14,9.0
5827,/organization/clipclock,3,0.0
5828,/organization/clipik,1,9.0
5829,/organization/clipkit,2,9.0
5830,/organization/clippate,2,3.5
5831,/organization/clipper-windpower,1,0.0
5832,/organization/clipsource,1,7.0
5833,/organization/clipyoo,1,8.0
5834,/organization/cliqr-technologies,3,9.0
5835,/organization/cliqset,1,4.0
5836,/organization/clique-media-2,2,9.0
5837,/organization/clixtr,3,9.0
5838,/organization/clk-design-automation,2,9.0
5839,/organization/clo-virtual-fashion-inc,2,7.0
5840,/organization/cloakroom,3,8.0
5841,/organization/cloakware,3,9.0
5843,/organization/clonect-solutions,2,1.0
5846,/organization/cloopen,1,9.0
5847,/organization/close,4,5.0
5848,/organization/close-io,5,9.0
5849,/organization/closely,3,9.0
5850,/organization/closetdash,1,5.0
5851,/organization/clothes-horse,1,8.0
5852,/organization/clothia,2,9.0
5853,/organization/cloubrain,1,9.0
5854,/organization/cloud-cannon,4,1.0
5855,/organization/cloud-com,3,9.0
5857,/organization/cloud-cruiser,2,7.5
5858,/organization/cloud-elements,3,9.0
5859,/organization/cloud-engines,3,9.0
5860,/organization/cloud-lending,1,7.0
5861,/organization/cloud-pharmaceuticals,1,8.0
5862,/organization/cloud-security,1,8.0
5863,/organization/cloud-sherpas,6,7.5
5865,/organization/cloud-takeoff,1,8.0
5866,/organization/cloud-technology-partners,1,9.0
5867,/organization/cloud-theory,1,9.0
5868,/organization/cloud-your-car,1,5.0
5869,/organization/cloudability,13,9.0
5870,/organization/cloudacademy,2,5.5
5871,/organization/cloudacc,1,9.0
5872,/organization/cloudamize,3,6.0
5873,/organization/cloudant,7,9.0
5874,/organization/cloudapps,1,9.0
5875,/organization/cloudaptitude,2,3.5
5876,/organization/cloudary,2,9.0
5877,/organization/cloudbees,6,9.0
5878,/organization/cloudbilt,1,4.0
5879,/organization/cloudblocks,11,7.0
5880,/organization/cloudbot,4,9.0
5881,/organization/cloudbyte,3,8.0
5882,/organization/cloudcade,1,9.0
5883,/organization/cloudcase,1,8.0
5884,/organization/cloudcheckr,2,4.0
5885,/organization/cloudcontrol,2,9.0
5886,/organization/cloudcrowd,2,7.5
5887,/organization/clouddock,1,4.0
5889,/organization/cloudendure,1,9.0
5890,/organization/cloudengine,1,1.0
5891,/organization/cloudera,17,9.0
5892,/organization/cloudfactory,1,4.0
5893,/organization/cloudflare,5,9.0
5894,/organization/cloudfx,1,9.0
5895,/organization/cloudgenix,2,9.0
5896,/organization/cloudhashing,2,5.0
5897,/organization/cloudhealth-technologies,2,8.5
5898,/organization/cloudhelix-inc,3,7.0
5899,/organization/cloudian,4,9.0
5900,/organization/cloudike,3,4.0
5901,/organization/cloudius-systems-osv,3,9.0
5902,/organization/cloudjay,1,1.0
5903,/organization/cloudkick,3,9.0
5904,/organization/cloudlink-tech,1,9.0
5905,/organization/cloudlock,4,9.0
5906,/organization/cloudmach,1,9.0
5907,/organization/cloudmade,3,9.0
5908,/organization/cloudmark,3,9.0
5909,/organization/cloudmeter,1,8.0
5911,/organization/cloudmine,5,8.0
5912,/organization/cloudnexa,4,7.0
5913,/organization/cloudnine-hospitals,2,9.0
5914,/organization/cloudon,6,9.0
5915,/organization/cloudone,2,7.0
5916,/organization/cloudpartner,1,9.0
5917,/organization/cloudpassage,6,9.0
5918,/organization/cloudpay,2,9.0
5919,/organization/cloudpay-2,2,7.5
5920,/organization/cloudphysics,8,9.0
5921,/organization/cloudpic-global,1,9.0
5922,/organization/cloudrunner-i-o,1,6.0
5923,/organization/cloudscaling,3,9.0
5924,/organization/cloudshare,4,9.0
5925,/organization/cloudshield-technologies,7,9.0
5926,/organization/cloudslides,1,5.0
5927,/organization/cloudsnap,3,7.0
5928,/organization/cloudsplit,1,4.0
5929,/organization/cloudstaff,3,1.0
5930,/organization/cloudswave,2,4.5
5931,/organization/cloudsway,1,2.0
5932,/organization/cloudswitch,3,9.0
5933,/organization/cloudsync,1,7.0
5934,/organization/cloudtop,10,8.5
5935,/organization/cloudvelocity,3,9.0
5936,/organization/cloudvertical,1,6.0
5937,/organization/cloudvolumes,7,6.0
5938,/organization/cloudwalk,1,9.0
5939,/organization/cloudwear,1,8.0
5940,/organization/cloudwords,1,9.0
5941,/organization/cloudwork,3,3.0
5942,/organization/cloudyn,2,6.5
5943,/organization/cloutex,4,2.0
5944,/organization/clover,4,9.0
5945,/organization/cloverleaf-communications,3,8.0
5946,/organization/clovis-oncology,7,9.0
5947,/organization/clowdy,1,3.0
5948,/organization/cloze,3,9.0
5949,/organization/clozette-co,3,7.0
5950,/organization/clp-ly,1,2.0
5951,/organization/clrtouch,1,8.0
5952,/organization/club-cooee,3,7.0
5953,/organization/club-emprende,1,8.0
5954,/organization/club-point,1,8.0
5955,/organization/club-santa-mnica,1,9.0
5956,/organization/club-tacones,1,8.0
5957,/organization/club-venit,2,8.5
5958,/organization/clubjumpr-com,1,0.0
5959,/organization/clubkviar,4,4.0
5960,/organization/clublocal,1,8.0
5961,/organization/clubw-com,7,8.0
5962,/organization/clue-app,9,3.0
5963,/organization/cluepedia,1,9.0
5964,/organization/cluey,3,9.0
5965,/organization/clupedia,2,9.0
5966,/organization/cluster,5,9.0
5967,/organization/clusterflunk,2,5.5
5968,/organization/clusterseven,2,9.0
5969,/organization/clustree,1,9.0
5970,/organization/clustrix,6,9.0
5971,/organization/clutch,2,8.5
5972,/organization/clutch-io,1,9.0
5973,/organization/clutter,1,8.0
5974,/organization/clydetec-systems,1,7.0
5975,/organization/clypd,9,8.5
5977,/organization/cmed,1,9.0
5978,/organization/cmge,1,7.0
5979,/organization/cmosis-nv,3,8.0
5980,/organization/cmp-ly,6,6.5
5981,/organization/cmp-therapeutics,1,9.0
5982,/organization/cms-global-technologies,1,8.0
5983,/organization/cmune,2,9.0
5984,/organization/cn-creative,1,9.0
5985,/organization/cnano-technology,4,9.0
5986,/organization/cnoga-medical,1,6.0
5987,/organization/cnzz,1,9.0
5988,/organization/co-exprise,1,9.0
5990,/organization/co-work-2,1,8.0
5991,/organization/co3-systems,1,9.0
5993,/organization/coachmeplus,1,9.0
5994,/organization/coachup,21,7.0
5995,/organization/coade,1,9.0
5996,/organization/coadna-photonics,2,7.0
5997,/organization/coal-grill-bar,1,9.0
5998,/organization/coalfire-system,1,9.0
5999,/organization/coalogix,2,9.0
6000,/organization/coaltek,4,9.0
6001,/organization/coapt-systems,8,9.0
6002,/organization/coaxia,6,9.0
6003,/organization/coaxis,2,9.0
6004,/organization/cobalt-technologies,8,9.0
6005,/organization/cobase,1,8.0
6007,/organization/cocodot,2,9.0
6008,/organization/cocodrilo-dog,1,7.0
6009,/organization/cocollage,1,7.0
6010,/organization/cocomment,3,7.0
6011,/organization/cocone,1,9.0
6012,/organization/cocontest,2,6.5
6013,/organization/cocrystal-discovery,1,8.0
6014,/organization/cocubes,2,7.0
6015,/organization/coda-automotive,7,9.0
6016,/organization/coda-payments,6,8.0
6017,/organization/coda-system,3,8.5
6018,/organization/coda-therapeutics,4,9.0
6019,/organization/codacy,2,7.5
6020,/organization/codamation,1,6.0
6021,/organization/codarica,2,6.0
6022,/organization/codasip,1,7.0
6023,/organization/code-42-software,2,9.0
6024,/organization/code-climate,5,9.0
6025,/organization/code-fresh,1,7.0
6026,/organization/code-green-networks,3,9.0
6027,/organization/code-kingdoms,4,1.0
6029,/organization/codealike,1,8.0
6030,/organization/codeanywhere,6,3.5
6031,/organization/codebender,1,6.0
6032,/organization/codebox-io,2,4.5
6033,/organization/codecademy,14,9.0
6034,/organization/codecombat,1,9.0
6035,/organization/codeeval,2,7.0
6036,/organization/codefast,2,9.0
6037,/organization/codefied,1,9.0
6038,/organization/codeglide,1,1.0
6039,/organization/codegroup,1,9.0
6040,/organization/codeguard,2,6.5
6041,/organization/codehs,1,6.0
6042,/organization/codelearn,1,9.0
6043,/organization/codemasters,1,9.0
6044,/organization/codemedia,1,0.0
6045,/organization/codementor,4,9.0
6046,/organization/codenomicon-ltd,2,8.5
6047,/organization/codenvy,2,9.0
6048,/organization/codeoscopic,1,6.0
6049,/organization/codersclan,2,8.0
6050,/organization/coderwall,1,9.0
6051,/organization/coderyte,7,9.0
6052,/organization/codesealer,2,9.0
6053,/organization/codeship,11,7.0
6054,/organization/codesign-cooperative,1,0.0
6055,/organization/codesquare,1,1.0
6056,/organization/codestreet,1,0.0
6057,/organization/codesy,1,1.0
6058,/organization/codewars,4,8.5
6059,/organization/codewise,1,2.0
6061,/organization/codexis,5,9.0
6062,/organization/codie,1,1.0
6063,/organization/codigames,1,6.0
6064,/organization/codility,1,7.0
6066,/organization/codo,1,4.0
6067,/organization/codon-devices,5,9.0
6068,/organization/codoon,4,9.0
6069,/organization/coefficient,1,2.0
6070,/organization/coferon,3,9.0
6071,/organization/coffee-meets-bagel,2,5.5
6072,/organization/cofluent-design,3,9.0
6073,/organization/cofounderslab,3,8.0
6074,/organization/cogbooks,3,9.0
6075,/organization/cogency-software,4,9.0
6076,/organization/cogenics,1,6.0
6077,/organization/cogent,1,8.0
6078,/organization/cogenta-systems,2,7.0
6079,/organization/cogentus-pharmaceuticals,4,9.0
6080,/organization/cogito,5,9.0
6082,/organization/cognection,1,8.0
6083,/organization/cognia,2,9.0
6084,/organization/cognical,1,5.0
6085,/organization/cognicor-technologies,2,5.5
6086,/organization/cognii,1,1.0
6087,/organization/cognilab-technologies,2,5.0
6088,/organization/cognio,3,9.0
6089,/organization/cogniscan,1,1.0
6090,/organization/cognitens,7,9.0
6092,/organization/cognition-technologies,4,6.0
6093,/organization/cognition-therapeutics,8,8.0
6094,/organization/cognitive-health-innovations,1,8.0
6095,/organization/cognitive-match,2,9.0
6096,/organization/cognitive-networks,6,9.0
6097,/organization/cognitive-security,4,5.0
6098,/organization/cognitivecode,1,0.0
6099,/organization/cognito-hrm,1,9.0
6100,/organization/cognitum,1,2.0
6101,/organization/cognoptix-inc,3,9.0
6102,/organization/cognotion,2,6.5
6103,/organization/cognuse,1,8.0
6104,/organization/cogo,15,5.0
6105,/organization/coguan-group,1,9.0
6106,/organization/cohda-wireless,3,3.0
6107,/organization/cohealo,3,8.0
6108,/organization/cohera-medical,2,8.0
6111,/organization/coherent-path,6,8.0
6112,/organization/coherex-medical,4,9.0
6113,/organization/coherus-biosciences,10,9.0
6114,/organization/cohesity,1,9.0
6115,/organization/cohesiveft,1,9.0
6116,/organization/coho-data,2,9.0
6117,/organization/cohuman,3,3.0
6118,/organization/coin,5,9.0
6119,/organization/coin4ce,1,8.0
6120,/organization/coinalytics-co,1,9.0
6121,/organization/coinapult,3,8.0
6122,/organization/coinbase,14,9.0
6123,/organization/coinex-io,1,0.0
6124,/organization/coiney,2,7.0
6125,/organization/coinfloor,3,6.0
6126,/organization/coinify,1,9.0
6127,/organization/coinify-inc,7,9.0
6128,/organization/coinjar,3,1.0
6129,/organization/coinplug,8,7.0
6130,/organization/coinsetter,5,8.5
6131,/organization/coinzone,1,6.0
6132,/organization/col-tris,1,9.0
6133,/organization/colabo,3,4.0
6134,/organization/cold-crate,1,4.0
6136,/organization/cold-genesys,1,8.0
6137,/organization/coldlight-solutions,3,8.0
6138,/organization/coldspark,1,9.0
6139,/organization/coldwatt,4,9.0
6140,/organization/colectica,1,9.0
6141,/organization/coley-pharmaceutical-group,1,9.0
6142,/organization/colibr,1,8.0
6143,/organization/colibri-tool,1,5.0
6144,/organization/colibria,3,9.0
6145,/organization/colingo,7,9.0
6146,/organization/colizer,1,0.0
6147,/organization/collaaj,1,0.0
6148,/organization/collabera,1,9.0
6149,/organization/collabfinder,1,9.0
6150,/organization/collabnet,6,9.0
6151,/organization/collaborate-cloud,1,8.0
6152,/organization/collaborate-com,6,9.0
6153,/organization/collaborative-software-initiative,1,9.0
6154,/organization/collabspot,5,0.0
6155,/organization/collactive,1,9.0
6156,/organization/collarity,2,7.5
6157,/organization/collax,3,9.0
6158,/organization/collecta,3,9.0
6159,/organization/collected-2,3,6.0
6160,/organization/collections,1,9.0
6161,/organization/collective-bias,3,1.0
6162,/organization/collective-digital-studio,1,0.0
6163,/organization/collective-intellect,4,9.0
6164,/organization/collective-ip,2,9.0
6165,/organization/collectivehealth,1,4.0
6166,/organization/collectivemedia,6,9.0
6167,/organization/collectivex,1,9.0
6168,/organization/collectric,2,3.5
6169,/organization/collegefanz,1,5.0
6170,/organization/collegefeed,8,4.0
6171,/organization/collegehumor,1,9.0
6172,/organization/collegejobconnect,1,5.0
6173,/organization/collegemapper,1,9.0
6174,/organization/collegetonight,1,3.0
6175,/organization/collegewikis,4,8.5
6177,/organization/collegium-pharmaceutical,2,9.0
6179,/organization/collibra,3,3.0
6180,/organization/collplant,4,9.0
6181,/organization/color-labs,3,9.0
6182,/organization/colorado-green-tours,1,0.0
6183,/organization/colorchip,10,9.0
6184,/organization/colorescience,3,9.0
6185,/organization/colormodules,1,9.0
6186,/organization/colorplaza,2,6.0
6187,/organization/colosseoeas,1,2.0
6188,/organization/colourlovers,8,9.0
6189,/organization/colto,1,1.0
6190,/organization/colubris,6,9.0
6191,/organization/colucid-pharmaceuticals,5,9.0
6192,/organization/columbia-green-technologies,1,9.0
6193,/organization/colyar-consulting-group,2,8.0
6194,/organization/com2us-corp,1,9.0
6195,/organization/comability,2,9.0
6196,/organization/comactivity,2,8.5
6198,/organization/combagroup,1,7.0
6201,/organization/combat2career-c2c,1,9.0
6202,/organization/combatant-gentlemen,8,9.0
6203,/organization/combimatrix,1,9.0
6204,/organization/combinature-biopharm,3,7.0
6205,/organization/combinenet,1,9.0
6206,/organization/combinent-biomedical-systems,3,7.0
6207,/organization/comecer,1,9.0
6208,/organization/comedy-com,1,9.0
6209,/organization/comeet,1,7.0
6210,/organization/comeks,1,9.0
6211,/organization/comenta-tv,3,8.0
